;0
0;0.0
1;0.0
2;0.003
3;0.0
4;0.002
5;0.016
6;0.0
7;0.0
8;0.004
9;0.016
10;0.0
11;0.019
12;0.087
13;0.005
14;0.0
15;0.001
16;0.001
17;0.004
18;0.0
19;0.001
20;0.003
21;0.0
22;0.013
23;0.0
24;0.0
25;0.0
26;0.0
27;0.0
28;0.024
29;0.0
30;0.0
31;0.019
32;0.0
33;0.0
34;0.0
35;0.004
36;0.058
37;0.082
38;0.011
39;0.0
40;0.013
41;0.004
42;0.016
43;0.003
44;0.0
45;0.02
46;0.008
47;0.034
48;0.044
49;0.036
50;0.005
51;0.015
52;0.026
