;0
0;0.013
1;0.0
2;0.024
3;0.092
4;0.055
5;0.025
6;0.014
7;0.098
8;0.022
9;0.028
10;0.069
11;0.022
12;0.022
13;0.018
14;0.0
15;0.0
16;0.001
17;0.0
18;0.0
19;0.021
20;0.002
21;0.025
22;0.011
23;0.0
24;0.007
25;0.0
26;0.0
27;0.0
28;0.002
29;0.009
30;0.0
31;0.033
32;0.007
33;0.0
34;0.021
35;0.054
36;0.004
37;0.012
38;0.058
39;0.019
40;0.006
41;0.05
42;0.002
43;0.061
44;0.0
45;0.0
46;0.071
47;0.028
48;0.0
49;0.004
50;0.008
51;0.0
52;0.0
