;0
0;0.027
1;0.022
2;0.0
3;0.028
4;0.027
5;0.017
6;0.004
7;0.013
8;0.0
9;0.0
10;0.011
11;0.019
12;0.016
13;0.006
14;0.018
15;0.001
16;0.0
17;0.02
18;0.007
19;0.008
20;0.001
21;0.0
22;0.0
23;0.0
24;0.0
25;0.0
26;0.0
27;0.002
28;0.01
29;0.0
30;0.0
31;0.0
32;0.0
33;0.0
34;0.042
35;0.025
36;0.004
37;0.022
38;0.0
39;0.028
40;0.0
41;0.0
42;0.009
43;0.033
44;0.036
45;0.011
46;0.033
47;0.0
48;0.0
49;0.039
50;0.01
51;0.015
52;0.0
