;0
0;0.007
1;0.043
2;0.006
3;0.028
4;0.014
5;0.015
6;0.001
7;0.001
8;0.002
9;0.0
10;0.002
11;0.056
12;0.007
13;0.033
14;0.028
15;0.002
16;0.0
17;0.001
18;0.0
19;0.012
20;0.011
21;0.001
22;0.0
23;0.0
24;0.0
25;0.005
26;0.0
27;0.0
28;0.001
29;0.0
30;0.0
31;0.0
32;0.0
33;0.0
34;0.01
35;0.008
36;0.0
37;0.0
38;0.0
39;0.026
40;0.001
41;0.001
42;0.045
43;0.028
44;0.062
45;0.09
46;0.083
47;0.0
48;0.0
49;0.078
50;0.037
51;0.004
52;0.0
