;0
0;0.001
1;0.013
2;0.039
3;0.1
4;0.001
5;0.038
6;0.001
7;0.003
8;0.004
9;0.011
10;0.004
11;0.0
12;0.001
13;0.017
14;0.0
15;0.008
16;0.0
17;0.0
18;0.0
19;0.001
20;0.0
21;0.0
22;0.0
23;0.0
24;0.0
25;0.0
26;0.0
27;0.0
28;0.001
29;0.0
30;0.0
31;0.0
32;0.0
33;0.021
34;0.0
35;0.021
36;0.015
37;0.001
38;0.043
39;0.049
40;0.001
41;0.001
42;0.003
43;0.002
44;0.044
45;0.004
46;0.001
47;0.014
48;0.0
49;0.003
50;0.0
51;0.013
52;0.0
