;0
0;0.032
1;0.013
2;0.044
3;0.019
4;0.012
5;0.021
6;0.007
7;0.008
8;0.008
9;0.0
10;0.011
11;0.032
12;0.003
13;0.033
14;0.015
15;0.015
16;0.0
17;0.002
18;0.006
19;0.018
20;0.013
21;0.002
22;0.0
23;0.0
24;0.0
25;0.003
26;0.0
27;0.011
28;0.0
29;0.0
30;0.0
31;0.0
32;0.0
33;0.0
34;0.034
35;0.005
36;0.011
37;0.053
38;0.0
39;0.024
40;0.001
41;0.013
42;0.042
43;0.036
44;0.113
45;0.053
46;0.058
47;0.001
48;0.0
49;0.028
50;0.019
51;0.013
52;0.0
