;0
0;0.0
1;0.019
2;0.103
3;0.033
4;0.021
5;0.023
6;0.056
7;0.019
8;0.0
9;0.093
10;0.036
11;0.0
12;0.0
13;0.0
14;0.004
15;0.001
16;0.015
17;0.0
18;0.0
19;0.003
20;0.0
21;0.0
22;0.002
23;0.0
24;0.001
25;0.0
26;0.0
27;0.0
28;0.0
29;0.005
30;0.0
31;0.0
32;0.0
33;0.0
34;0.016
35;0.015
36;0.048
37;0.002
38;0.029
39;0.0
40;0.028
41;0.021
42;0.045
43;0.044
44;0.013
45;0.004
46;0.0
47;0.002
48;0.015
49;0.051
50;0.002
51;0.005
52;0.0
