;0
0;0.0
1;0.006
2;0.009
3;0.001
4;0.0
5;0.003
6;0.0
7;0.0
8;0.0
9;0.008
10;0.001
11;0.036
12;0.184
13;0.01
14;0.0
15;0.003
16;0.001
17;0.0
18;0.0
19;0.0
20;0.002
21;0.002
22;0.014
23;0.0
24;0.0
25;0.0
26;0.0
27;0.0
28;0.042
29;0.0
30;0.0
31;0.0
32;0.0
33;0.0
34;0.0
35;0.078
36;0.052
37;0.02
38;0.022
39;0.002
40;0.008
41;0.001
42;0.0
43;0.0
44;0.0
45;0.013
46;0.116
47;0.085
48;0.035
49;0.006
50;0.04
51;0.0
52;0.0
