;0
0;0.001
1;0.005
2;0.002
3;0.01
4;0.026
5;0.037
6;0.007
7;0.009
8;0.0
9;0.0
10;0.001
11;0.001
12;0.005
13;0.019
14;0.015
15;0.004
16;0.0
17;0.0
18;0.001
19;0.023
20;0.008
21;0.006
22;0.0
23;0.0
24;0.0
25;0.0
26;0.0
27;0.002
28;0.005
29;0.0
30;0.0
31;0.0
32;0.0
33;0.0
34;0.003
35;0.005
36;0.06
37;0.006
38;0.0
39;0.025
40;0.075
41;0.0
42;0.131
43;0.031
44;0.048
45;0.013
46;0.061
47;0.0
48;0.001
49;0.005
50;0.002
51;0.003
52;0.0
