;0
0;0.013
1;0.044
2;0.072
3;0.109
4;0.005
5;0.078
6;0.0
7;0.0
8;0.0
9;0.015
10;0.0
11;0.0
12;0.0
13;0.055
14;0.0
15;0.0
16;0.0
17;0.0
18;0.0
19;0.0
20;0.0
21;0.0
22;0.0
23;0.0
24;0.012
25;0.0
26;0.0
27;0.0
28;0.006
29;0.0
30;0.0
31;0.0
32;0.0
33;0.0
34;0.0
35;0.005
36;0.025
37;0.0
38;0.028
39;0.008
40;0.0
41;0.0
42;0.0
43;0.001
44;0.061
45;0.019
46;0.0
47;0.014
48;0.012
49;0.001
50;0.004
51;0.038
52;0.0
