;0
0;0.021
1;0.041
2;0.002
3;0.009
4;0.062
5;0.017
6;0.003
7;0.006
8;0.005
9;0.0
10;0.006
11;0.003
12;0.006
13;0.015
14;0.067
15;0.002
16;0.0
17;0.028
18;0.018
19;0.05
20;0.003
21;0.038
22;0.0
23;0.0
24;0.0
25;0.0
26;0.0
27;0.003
28;0.0
29;0.0
30;0.0
31;0.0
32;0.0
33;0.0
34;0.026
35;0.029
36;0.0
37;0.0
38;0.0
39;0.053
40;0.001
41;0.0
42;0.014
43;0.009
44;0.081
45;0.03
46;0.065
47;0.01
48;0.0
49;0.056
50;0.02
51;0.005
52;0.0
