;0
0;0.006
1;0.014
2;0.017
3;0.015
4;0.004
5;0.019
6;0.001
7;0.0
8;0.0
9;0.0
10;0.004
11;0.023
12;0.0
13;0.021
14;0.027
15;0.003
16;0.0
17;0.0
18;0.009
19;0.016
20;0.009
21;0.0
22;0.0
23;0.0
24;0.0
25;0.015
26;0.0
27;0.004
28;0.0
29;0.0
30;0.0
31;0.0
32;0.0
33;0.0
34;0.005
35;0.009
36;0.002
37;0.003
38;0.0
39;0.037
40;0.003
41;0.0
42;0.027
43;0.029
44;0.079
45;0.083
46;0.085
47;0.001
48;0.001
49;0.034
50;0.011
51;0.001
52;0.0
