;0
0;0.001
1;0.009
2;0.008
3;0.016
4;0.044
5;0.043
6;0.004
7;0.005
8;0.004
9;0.0
10;0.011
11;0.003
12;0.005
13;0.055
14;0.035
15;0.005
16;0.001
17;0.002
18;0.005
19;0.073
20;0.011
21;0.006
22;0.0
23;0.0
24;0.001
25;0.009
26;0.001
27;0.003
28;0.0
29;0.0
30;0.0
31;0.0
32;0.0
33;0.016
34;0.002
35;0.076
36;0.01
37;0.016
38;0.0
39;0.025
40;0.002
41;0.002
42;0.078
43;0.041
44;0.069
45;0.06
46;0.076
47;0.0
48;0.008
49;0.03
50;0.025
51;0.007
52;0.0
