;0
0;0.0
1;0.022
2;0.015
3;0.163
4;0.004
5;0.026
6;0.001
7;0.002
8;0.021
9;0.002
10;0.0
11;0.0
12;0.008
13;0.037
14;0.0
15;0.007
16;0.0
17;0.0
18;0.0
19;0.0
20;0.0
21;0.0
22;0.003
23;0.0
24;0.0
25;0.0
26;0.0
27;0.0
28;0.012
29;0.0
30;0.0
31;0.0
32;0.0
33;0.001
34;0.0
35;0.023
36;0.003
37;0.0
38;0.063
39;0.184
40;0.016
41;0.001
42;0.0
43;0.001
44;0.073
45;0.004
46;0.0
47;0.003
48;0.0
49;0.001
50;0.006
51;0.004
52;0.0
