;0
0;0.01
1;0.003
2;0.048
3;0.038
4;0.005
5;0.013
6;0.013
7;0.009
8;0.015
9;0.019
10;0.038
11;0.013
12;0.005
13;0.004
14;0.0
15;0.012
16;0.012
17;0.003
18;0.0
19;0.0
20;0.003
21;0.0
22;0.0
23;0.0
24;0.0
25;0.0
26;0.024
27;0.077
28;0.001
29;0.0
30;0.0
31;0.003
32;0.005
33;0.035
34;0.08
35;0.011
36;0.013
37;0.043
38;0.0
39;0.031
40;0.001
41;0.0
42;0.0
43;0.003
44;0.033
45;0.04
46;0.03
47;0.072
48;0.006
49;0.0
50;0.017
51;0.032
52;0.132
