;0
0;0.0
1;0.025
2;0.109
3;0.015
4;0.032
5;0.031
6;0.037
7;0.008
8;0.0
9;0.066
10;0.049
11;0.0
12;0.0
13;0.001
14;0.008
15;0.011
16;0.02
17;0.001
18;0.0
19;0.004
20;0.001
21;0.0
22;0.0
23;0.0
24;0.003
25;0.0
26;0.0
27;0.0
28;0.0
29;0.003
30;0.0
31;0.0
32;0.0
33;0.0
34;0.023
35;0.036
36;0.037
37;0.001
38;0.032
39;0.0
40;0.057
41;0.074
42;0.042
43;0.003
44;0.015
45;0.013
46;0.004
47;0.004
48;0.008
49;0.036
50;0.004
51;0.011
52;0.0
