;0
0;0.0
1;0.024
2;0.053
3;0.071
4;0.006
5;0.019
6;0.042
7;0.021
8;0.021
9;0.027
10;0.067
11;0.016
12;0.007
13;0.017
14;0.0
15;0.009
16;0.007
17;0.001
18;0.0
19;0.0
20;0.005
21;0.0
22;0.0
23;0.0
24;0.0
25;0.0
26;0.0
27;0.002
28;0.0
29;0.002
30;0.0
31;0.0
32;0.026
33;0.013
34;0.021
35;0.02
36;0.018
37;0.0
38;0.0
39;0.058
40;0.007
41;0.0
42;0.0
43;0.0
44;0.012
45;0.024
46;0.037
47;0.032
48;0.002
49;0.0
50;0.004
51;0.037
52;0.062
