;0
0;0.011
1;0.002
2;0.044
3;0.019
4;0.004
5;0.031
6;0.034
7;0.007
8;0.008
9;0.009
10;0.02
11;0.003
12;0.008
13;0.002
14;0.0
15;0.001
16;0.007
17;0.001
18;0.0
19;0.0
20;0.001
21;0.0
22;0.0
23;0.0
24;0.0
25;0.0
26;0.0
27;0.0
28;0.0
29;0.0
30;0.0
31;0.0
32;0.0
33;0.001
34;0.009
35;0.011
36;0.009
37;0.011
38;0.0
39;0.024
40;0.0
41;0.0
42;0.0
43;0.006
44;0.028
45;0.025
46;0.023
47;0.054
48;0.001
49;0.0
50;0.0
51;0.038
52;0.048
