;0
0;0.0
1;0.03
2;0.109
3;0.052
4;0.015
5;0.04
6;0.031
7;0.013
8;0.0
9;0.04
10;0.023
11;0.0
12;0.0
13;0.0
14;0.006
15;0.002
16;0.01
17;0.0
18;0.0
19;0.014
20;0.004
21;0.0
22;0.0
23;0.0
24;0.0
25;0.0
26;0.0
27;0.0
28;0.0
29;0.003
30;0.008
31;0.0
32;0.0
33;0.0
34;0.006
35;0.033
36;0.026
37;0.007
38;0.013
39;0.0
40;0.033
41;0.035
42;0.017
43;0.02
44;0.014
45;0.013
46;0.001
47;0.012
48;0.007
49;0.008
50;0.005
51;0.001
52;0.008
