;0
0;0.006
1;0.0
2;0.001
3;0.022
4;0.02
5;0.006
6;0.076
7;0.052
8;0.009
9;0.032
10;0.008
11;0.009
12;0.008
13;0.0
14;0.0
15;0.0
16;0.0
17;0.0
18;0.005
19;0.01
20;0.001
21;0.0
22;0.003
23;0.0
24;0.0
25;0.0
26;0.0
27;0.0
28;0.001
29;0.018
30;0.001
31;0.021
32;0.001
33;0.002
34;0.001
35;0.028
36;0.003
37;0.001
38;0.036
39;0.05
40;0.011
41;0.043
42;0.002
43;0.086
44;0.0
45;0.0
46;0.008
47;0.004
48;0.0
49;0.0
50;0.004
51;0.012
52;0.0
