;0
0;0.017
1;0.044
2;0.04
3;0.046
4;0.052
5;0.065
6;0.072
7;0.013
8;0.01
9;0.126
10;0.022
11;0.0
12;0.0
13;0.0
14;0.012
15;0.008
16;0.001
17;0.001
18;0.0
19;0.013
20;0.002
21;0.005
22;0.0
23;0.0
24;0.017
25;0.0
26;0.0
27;0.0
28;0.0
29;0.027
30;0.0
31;0.0
32;0.0
33;0.0
34;0.002
35;0.055
36;0.055
37;0.028
38;0.047
39;0.005
40;0.046
41;0.139
42;0.053
43;0.04
44;0.011
45;0.012
46;0.032
47;0.008
48;0.02
49;0.062
50;0.001
51;0.016
52;0.0
