;0
0;0.014
1;0.003
2;0.02
3;0.001
4;0.102
5;0.045
6;0.002
7;0.123
8;0.0
9;0.07
10;0.007
11;0.0
12;0.0
13;0.012
14;0.036
15;0.016
16;0.0
17;0.0
18;0.0
19;0.002
20;0.001
21;0.0
22;0.0
23;0.0
24;0.0
25;0.0
26;0.0
27;0.0
28;0.0
29;0.003
30;0.0
31;0.035
32;0.0
33;0.001
34;0.0
35;0.055
36;0.009
37;0.001
38;0.0
39;0.001
40;0.011
41;0.029
42;0.009
43;0.019
44;0.005
45;0.024
46;0.019
47;0.002
48;0.022
49;0.007
50;0.01
51;0.001
52;0.0
