;0
0;0.011
1;0.001
2;0.051
3;0.004
4;0.001
5;0.005
6;0.019
7;0.0
8;0.014
9;0.018
10;0.032
11;0.006
12;0.003
13;0.004
14;0.021
15;0.0
16;0.0
17;0.009
18;0.005
19;0.0
20;0.0
21;0.002
22;0.014
23;0.0
24;0.015
25;0.002
26;0.0
27;0.0
28;0.0
29;0.0
30;0.0
31;0.0
32;0.0
33;0.005
34;0.0
35;0.011
36;0.006
37;0.005
38;0.007
39;0.013
40;0.006
41;0.011
42;0.013
43;0.003
44;0.011
45;0.012
46;0.009
47;0.076
48;0.002
49;0.015
50;0.014
51;0.003
52;0.001
