Stazione;Grandezza;Data_rilevazione;Ora_rilevazione(GMT);Valore
Sclafani Bagni;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2009;00:00;54,4
Sclafani Bagni;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2010;00:00;47,8
Sclafani Bagni;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2011;00:00;32,4
Sclafani Bagni;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2012;00:00;46,2
Sclafani Bagni;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2013;00:00;43
Sclafani Bagni;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2014;00:00;54,4
Sclafani Bagni;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2015;00:00;80,2
Sclafani Bagni;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2016;00:00;35,4
Sclafani Bagni;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2017;00:00;36
Sclafani Bagni;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2018;00:00;77,4
Sclafani Bagni;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2019;00:00;44,2
Sclafani Bagni;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2020;00:00;48,8
Sclafani Bagni;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2021;00:00;--
Sclafani Bagni;Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2009;00:00;868,2
Sclafani Bagni;Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2010;00:00;592
Sclafani Bagni;Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2011;00:00;383
Sclafani Bagni;Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2012;00:00;536,8
Sclafani Bagni;Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2013;00:00;714,8
Sclafani Bagni;Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2014;00:00;572,2
Sclafani Bagni;Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2015;00:00;1006
Sclafani Bagni;Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2016;00:00;534,4
Sclafani Bagni;Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2017;00:00;419,2
Sclafani Bagni;Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2018;00:00;859,8
Sclafani Bagni;Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2019;00:00;672,4
Sclafani Bagni;Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2020;00:00;480
Sclafani Bagni;Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2021;00:00;--
Sclafani Bagni;PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2009;00:00;868,2
Sclafani Bagni;PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2010;00:00;592
Sclafani Bagni;PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2011;00:00;453,41
Sclafani Bagni;PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2012;00:00;585,16
Sclafani Bagni;PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2013;00:00;714,8
Sclafani Bagni;PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2014;00:00;572,2
Sclafani Bagni;PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2015;00:00;1006
Sclafani Bagni;PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2016;00:00;523,54
Sclafani Bagni;PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2017;00:00;429,78
Sclafani Bagni;PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2018;00:00;859,8
Sclafani Bagni;PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2019;00:00;702,9
Sclafani Bagni;PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2020;00:00;480
Sclafani Bagni;PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2021;00:00;--
Sclafani Bagni;Giorni piovosi annuali (giorni mm>1) (%);01/01/2009;00:00;23,56
Sclafani Bagni;Giorni piovosi annuali (giorni mm>1) (%);01/01/2010;00:00;19,45
Sclafani Bagni;Giorni piovosi annuali (giorni mm>1) (%);01/01/2011;00:00;14,29
Sclafani Bagni;Giorni piovosi annuali (giorni mm>1) (%);01/01/2012;00:00;15,84
Sclafani Bagni;Giorni piovosi annuali (giorni mm>1) (%);01/01/2013;00:00;22,19
Sclafani Bagni;Giorni piovosi annuali (giorni mm>1) (%);01/01/2014;00:00;20,55
Sclafani Bagni;Giorni piovosi annuali (giorni mm>1) (%);01/01/2015;00:00;20,55
Sclafani Bagni;Giorni piovosi annuali (giorni mm>1) (%);01/01/2016;00:00;17,49
Sclafani Bagni;Giorni piovosi annuali (giorni mm>1) (%);01/01/2017;00:00;11,6
Sclafani Bagni;Giorni piovosi annuali (giorni mm>1) (%);01/01/2018;00:00;24,93
Sclafani Bagni;Giorni piovosi annuali (giorni mm>1) (%);01/01/2019;00:00;22,25
Sclafani Bagni;Giorni piovosi annuali (giorni mm>1) (%);01/01/2020;00:00;14,48
Sclafani Bagni;Giorni piovosi annuali (giorni mm>1) (%);01/01/2021;00:00;--
Caronia Buzza;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2009;00:00;62
Caronia Buzza;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2010;00:00;76,6
Caronia Buzza;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2011;00:00;69
Caronia Buzza;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2012;00:00;42,2
Caronia Buzza;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2013;00:00;40,8
Caronia Buzza;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2014;00:00;71,8
Caronia Buzza;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2015;00:00;50
Caronia Buzza;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2016;00:00;38,8
Caronia Buzza;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2017;00:00;39
Caronia Buzza;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2018;00:00;58,8
Caronia Buzza;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2019;00:00;39,4
Caronia Buzza;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2020;00:00;47
Caronia Buzza;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2021;00:00;--
Caronia Buzza;Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2009;00:00;1053,8
Caronia Buzza;Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2010;00:00;853,4
Caronia Buzza;Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2011;00:00;720,6
Caronia Buzza;Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2012;00:00;695,4
Caronia Buzza;Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2013;00:00;686
Caronia Buzza;Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2014;00:00;698,2
Caronia Buzza;Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2015;00:00;950,8
Caronia Buzza;Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2016;00:00;638,4
Caronia Buzza;Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2017;00:00;568,4
Caronia Buzza;Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2018;00:00;872,8
Caronia Buzza;Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2019;00:00;678,6
Caronia Buzza;Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2020;00:00;557,6
Caronia Buzza;Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2021;00:00;--
Caronia Buzza;PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2009;00:00;1053,8
Caronia Buzza;PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2010;00:00;853,4
Caronia Buzza;PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2011;00:00;720,6
Caronia Buzza;PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2012;00:00;695,4
Caronia Buzza;PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2013;00:00;686,93
Caronia Buzza;PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2014;00:00;698,2
Caronia Buzza;PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2015;00:00;950,8
Caronia Buzza;PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2016;00:00;638,4
Caronia Buzza;PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2017;00:00;568,4
Caronia Buzza;PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2018;00:00;872,8
Caronia Buzza;PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2019;00:00;678,6
Caronia Buzza;PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2020;00:00;557,6
Caronia Buzza;PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2021;00:00;--
Caronia Buzza;Giorni piovosi annuali (giorni mm>1) (%);01/01/2009;00:00;27,4
Caronia Buzza;Giorni piovosi annuali (giorni mm>1) (%);01/01/2010;00:00;23,29
Caronia Buzza;Giorni piovosi annuali (giorni mm>1) (%);01/01/2011;00:00;21,15
Caronia Buzza;Giorni piovosi annuali (giorni mm>1) (%);01/01/2012;00:00;22,68
Caronia Buzza;Giorni piovosi annuali (giorni mm>1) (%);01/01/2013;00:00;23,63
Caronia Buzza;Giorni piovosi annuali (giorni mm>1) (%);01/01/2014;00:00;22,47
Caronia Buzza;Giorni piovosi annuali (giorni mm>1) (%);01/01/2015;00:00;23,01
Caronia Buzza;Giorni piovosi annuali (giorni mm>1) (%);01/01/2016;00:00;22,13
Caronia Buzza;Giorni piovosi annuali (giorni mm>1) (%);01/01/2017;00:00;17,26
Caronia Buzza;Giorni piovosi annuali (giorni mm>1) (%);01/01/2018;00:00;21,37
Caronia Buzza;Giorni piovosi annuali (giorni mm>1) (%);01/01/2019;00:00;21,37
Caronia Buzza;Giorni piovosi annuali (giorni mm>1) (%);01/01/2020;00:00;17,21
Caronia Buzza;Giorni piovosi annuali (giorni mm>1) (%);01/01/2021;00:00;--
Fiumedinisi;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2009;00:00;159,2
Fiumedinisi;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2010;00:00;82,4
Fiumedinisi;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2011;00:00;122,6
Fiumedinisi;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2012;00:00;52,4
Fiumedinisi;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2013;00:00;63
Fiumedinisi;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2014;00:00;59,6
Fiumedinisi;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2015;00:00;102,6
Fiumedinisi;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2016;00:00;148,2
Fiumedinisi;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2017;00:00;61
Fiumedinisi;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2018;00:00;79,4
Fiumedinisi;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2019;00:00;80,8
Fiumedinisi;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2020;00:00;50,8
Fiumedinisi;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2021;00:00;--
Fiumedinisi;Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2009;00:00;1523,2
Fiumedinisi;Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2010;00:00;1244,2
Fiumedinisi;Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2011;00:00;1313,8
Fiumedinisi;Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2012;00:00;918,2
Fiumedinisi;Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2013;00:00;952,2
Fiumedinisi;Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2014;00:00;947,4
Fiumedinisi;Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2015;00:00;1495,6
Fiumedinisi;Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2016;00:00;1166,2
Fiumedinisi;Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2017;00:00;700,4
Fiumedinisi;Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2018;00:00;1346
Fiumedinisi;Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2019;00:00;983,2
Fiumedinisi;Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2020;00:00;605,4
Fiumedinisi;Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2021;00:00;--
Fiumedinisi;PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2009;00:00;1523,2
Fiumedinisi;PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2010;00:00;1244,2
Fiumedinisi;PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2011;00:00;1318,24
Fiumedinisi;PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2012;00:00;930,1
Fiumedinisi;PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2013;00:00;952,2
Fiumedinisi;PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2014;00:00;947,4
Fiumedinisi;PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2015;00:00;1495,6
Fiumedinisi;PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2016;00:00;1166,2
Fiumedinisi;PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2017;00:00;711,82
Fiumedinisi;PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2018;00:00;1347,37
Fiumedinisi;PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2019;00:00;983,2
Fiumedinisi;PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2020;00:00;605,4
Fiumedinisi;PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2021;00:00;--
Fiumedinisi;Giorni piovosi annuali (giorni mm>1) (%);01/01/2009;00:00;28,77
Fiumedinisi;Giorni piovosi annuali (giorni mm>1) (%);01/01/2010;00:00;28,49
Fiumedinisi;Giorni piovosi annuali (giorni mm>1) (%);01/01/2011;00:00;27,75
Fiumedinisi;Giorni piovosi annuali (giorni mm>1) (%);01/01/2012;00:00;22,47
Fiumedinisi;Giorni piovosi annuali (giorni mm>1) (%);01/01/2013;00:00;24,38
Fiumedinisi;Giorni piovosi annuali (giorni mm>1) (%);01/01/2014;00:00;26,65
Fiumedinisi;Giorni piovosi annuali (giorni mm>1) (%);01/01/2015;00:00;26,58
Fiumedinisi;Giorni piovosi annuali (giorni mm>1) (%);01/01/2016;00:00;24,86
Fiumedinisi;Giorni piovosi annuali (giorni mm>1) (%);01/01/2017;00:00;19,39
Fiumedinisi;Giorni piovosi annuali (giorni mm>1) (%);01/01/2018;00:00;26,92
Fiumedinisi;Giorni piovosi annuali (giorni mm>1) (%);01/01/2019;00:00;24,93
Fiumedinisi;Giorni piovosi annuali (giorni mm>1) (%);01/01/2020;00:00;19,95
Fiumedinisi;Giorni piovosi annuali (giorni mm>1) (%);01/01/2021;00:00;--
Leni (Salina);Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2009;00:00;39
Leni (Salina);Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2010;00:00;51
Leni (Salina);Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2011;00:00;77,8
Leni (Salina);Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2012;00:00;35,6
Leni (Salina);Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2013;00:00;48
Leni (Salina);Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2014;00:00;36
Leni (Salina);Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2015;00:00;85,6
Leni (Salina);Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2016;00:00;45,8
Leni (Salina);Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2017;00:00;52,8
Leni (Salina);Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2018;00:00;98,6
Leni (Salina);Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2019;00:00;53,8
Leni (Salina);Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2020;00:00;49,4
Leni (Salina);Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2021;00:00;--
Leni (Salina);Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2009;00:00;925
Leni (Salina);Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2010;00:00;811,2
Leni (Salina);Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2011;00:00;658,4
Leni (Salina);Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2012;00:00;677,2
Leni (Salina);Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2013;00:00;823,2
Leni (Salina);Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2014;00:00;733,4
Leni (Salina);Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2015;00:00;1009,6
Leni (Salina);Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2016;00:00;588,4
Leni (Salina);Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2017;00:00;641,6
Leni (Salina);Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2018;00:00;750,8
Leni (Salina);Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2019;00:00;809,8
Leni (Salina);Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2020;00:00;544,4
Leni (Salina);Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2021;00:00;--
Leni (Salina);PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2009;00:00;1030,97
Leni (Salina);PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2010;00:00;812,08
Leni (Salina);PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2011;00:00;658,4
Leni (Salina);PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2012;00:00;677,2
Leni (Salina);PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2013;00:00;823,2
Leni (Salina);PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2014;00:00;733,4
Leni (Salina);PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2015;00:00;1009,6
Leni (Salina);PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2016;00:00;633,94
Leni (Salina);PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2017;00:00;641,6
Leni (Salina);PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2018;00:00;750,8
Leni (Salina);PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2019;00:00;809,8
Leni (Salina);PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2020;00:00;544,4
Leni (Salina);PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2021;00:00;--
Leni (Salina);Giorni piovosi annuali (giorni mm>1) (%);01/01/2009;00:00;27,14
Leni (Salina);Giorni piovosi annuali (giorni mm>1) (%);01/01/2010;00:00;25,48
Leni (Salina);Giorni piovosi annuali (giorni mm>1) (%);01/01/2011;00:00;18,9
Leni (Salina);Giorni piovosi annuali (giorni mm>1) (%);01/01/2012;00:00;24,86
Leni (Salina);Giorni piovosi annuali (giorni mm>1) (%);01/01/2013;00:00;25,21
Leni (Salina);Giorni piovosi annuali (giorni mm>1) (%);01/01/2014;00:00;26,03
Leni (Salina);Giorni piovosi annuali (giorni mm>1) (%);01/01/2015;00:00;21,64
Leni (Salina);Giorni piovosi annuali (giorni mm>1) (%);01/01/2016;00:00;19,56
Leni (Salina);Giorni piovosi annuali (giorni mm>1) (%);01/01/2017;00:00;17,53
Leni (Salina);Giorni piovosi annuali (giorni mm>1) (%);01/01/2018;00:00;21,37
Leni (Salina);Giorni piovosi annuali (giorni mm>1) (%);01/01/2019;00:00;21,92
Leni (Salina);Giorni piovosi annuali (giorni mm>1) (%);01/01/2020;00:00;15,85
Leni (Salina);Giorni piovosi annuali (giorni mm>1) (%);01/01/2021;00:00;--
Messina;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2009;00:00;65,2
Messina;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2010;00:00;63,6
Messina;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2011;00:00;72,6
Messina;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2012;00:00;38
Messina;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2013;00:00;57,6
Messina;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2014;00:00;30,2
Messina;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2015;00:00;133,8
Messina;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2016;00:00;57,6
Messina;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2017;00:00;55,4
Messina;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2018;00:00;78
Messina;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2019;00:00;63,8
Messina;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2020;00:00;72,6
Messina;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2021;00:00;--
Messina;Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2009;00:00;1574,2
Messina;Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2010;00:00;1235,6
Messina;Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2011;00:00;763,6
Messina;Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2012;00:00;727
Messina;Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2013;00:00;1099,4
Messina;Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2014;00:00;833,8
Messina;Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2015;00:00;1264,6
Messina;Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2016;00:00;1000,2
Messina;Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2017;00:00;670,2
Messina;Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2018;00:00;1172,2
Messina;Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2019;00:00;752,8
Messina;Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2020;00:00;846,2
Messina;Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2021;00:00;--
Messina;PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2009;00:00;1648,63
Messina;PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2010;00:00;1245,6
Messina;PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2011;00:00;763,6
Messina;PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2012;00:00;735,37
Messina;PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2013;00:00;1122,59
Messina;PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2014;00:00;833,8
Messina;PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2015;00:00;1276,83
Messina;PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2016;00:00;1000,2
Messina;PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2017;00:00;685,34
Messina;PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2018;00:00;1172,2
Messina;PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2019;00:00;859,08
Messina;PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2020;00:00;846,2
Messina;PRCPTOT - Precipitazioni totali giornaliere stimate - Totale annuale (mm);01/01/2021;00:00;--
Messina;Giorni piovosi annuali (giorni mm>1) (%);01/01/2009;00:00;31,39
Messina;Giorni piovosi annuali (giorni mm>1) (%);01/01/2010;00:00;28,77
Messina;Giorni piovosi annuali (giorni mm>1) (%);01/01/2011;00:00;23,29
Messina;Giorni piovosi annuali (giorni mm>1) (%);01/01/2012;00:00;23,84
Messina;Giorni piovosi annuali (giorni mm>1) (%);01/01/2013;00:00;28,45
Messina;Giorni piovosi annuali (giorni mm>1) (%);01/01/2014;00:00;25,21
Messina;Giorni piovosi annuali (giorni mm>1) (%);01/01/2015;00:00;25,9
Messina;Giorni piovosi annuali (giorni mm>1) (%);01/01/2016;00:00;25,41
Messina;Giorni piovosi annuali (giorni mm>1) (%);01/01/2017;00:00;21,94
Messina;Giorni piovosi annuali (giorni mm>1) (%);01/01/2018;00:00;29,04
Messina;Giorni piovosi annuali (giorni mm>1) (%);01/01/2019;00:00;21,81
Messina;Giorni piovosi annuali (giorni mm>1) (%);01/01/2020;00:00;19,67
Messina;Giorni piovosi annuali (giorni mm>1) (%);01/01/2021;00:00;--
Militello Rosmarino;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2009;00:00;77,6
Militello Rosmarino;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2010;00:00;132
Militello Rosmarino;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2011;00:00;58,4
Militello Rosmarino;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2012;00:00;43
Militello Rosmarino;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2013;00:00;45,8
Militello Rosmarino;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2014;00:00;76,2
Militello Rosmarino;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2015;00:00;50,2
Militello Rosmarino;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2016;00:00;46,4
Militello Rosmarino;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2017;00:00;60,8
Militello Rosmarino;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2018;00:00;84,6
Militello Rosmarino;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2019;00:00;86,6
Militello Rosmarino;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2020;00:00;55,6
Militello Rosmarino;Precipitazioni totali giornaliere - Massima annuale (mm);01/01/2021;00:00;--
Militello Rosmarino;Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2009;00:00;1360,4
Militello Rosmarino;Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2010;00:00;1159,4
Militello Rosmarino;Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2011;00:00;858,6
Militello Rosmarino;Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2012;00:00;949,8
Militello Rosmarino;Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2013;00:00;1083,8
Militello Rosmarino;Precipitazioni totali giornaliere - Totale annuale (mm);01/01/2014;00:00;1054,6
